Texto,Ruta,Etiqueta,Predicción
"We're over $100 billion more spent, and it has a bigger impact on them because of location, because we have an ocean in between.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/424.wav,,1
You got to ask them.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/425.wav,,0
"As far as Israel,  And Hamas, Israel's the one that wants to go.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/426.wav,,1
He said the only one who wants to keep going is Hamas.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/427.wav,,0
"Actually, Israel is the one.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/428.wav,,0
And you should let him go and let him finish the job.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/429.wav,,0
He doesn't want to do it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/430.wav,,0
"He's become like a Palestinian, but they don't like him because he's a very bad Palestinian.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/431.wav,,1
He's a weak one.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/432.wav,,1
"President Biden, do you have a minute?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/433.wav,,0
I've never heard so much foolishness.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/434.wav,,0
This is a guy who wants to get out of NATO.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/435.wav,,0
Are you going to stay in NATO?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/436.wav,,0
He's going to pull out of NATO.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/437.wav,,0
The idea that we have our strength lies in our alliances as well.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/438.wav,,1
"It may be a big ocean, but are we ever able to avoid a war in Europe, a major war in Europe?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/439.wav,,0
"What happens if, in fact, you have Putin continue to go into NATO?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/440.wav,,1
We have an Article 5 agreement.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/441.wav,,0
Attack on one is attack on all.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/442.wav,,0
"You want to start the nuclear war he keeps talking about, go ahead, let Putin go in and control Ukraine and then move on to Poland and other places.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/443.wav,,0
You see what happens then?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/444.wav,,1
He has no idea what the hell he's talking about.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/445.wav,,0
"And by the way, I got 50 other nations around the world to support Ukraine, including Japan and South Korea, because they understand that this kind of dislocation has a serious threat to the whole world peace.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/446.wav,,1
No major war in Europe has ever been able to be contained just to Europe.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/447.wav,,1
I'd have to see.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/448.wav,,0
"But before we do that, the problem we have is that we spend all the money.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/449.wav,,0
So they kill us on trade.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/450.wav,,0
I made great trade deals with the European nations.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/451.wav,,0
"Because if you add them up, they're about the same size economically.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/452.wav,,0
Their economy is about the same size as the United States.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/453.wav,,0
"And they were written, no cars, no, they don't want anything that we have, but we're supposed to take their cars, their food, their everything, their agriculture.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/454.wav,,1
I changed that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/455.wav,,0
But the big thing I change is they don't want to pay.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/456.wav,,1
And the only reason that he can play games with NATO is because I got them to put up hundreds of billions of dollars.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/457.wav,,1
"I said, and he's right about this, I said, no, I'm not going to support NATO if you don't pay.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/458.wav,,1
"They asked me that question, would you guard us against Russia at a very secret meeting of the 28 states at that time, nations at that time?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/459.wav,,1
"And I said, no, if you don't pay, I won't do that.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/460.wav,,1
And you know what happened?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/461.wav,,0
Billions and billions of dollars came flowing in the next day and the next months.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/462.wav,,1
But now we're in the same position.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/463.wav,,0
We're paying everybody's bills.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/464.wav,,0
"Well, I don't think too many believe that.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/465.wav,,0
And let me tell you about January 6th.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/466.wav,,0
"On January 6th, we had a great border, nobody coming through, very few.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/467.wav,,1
"On January 6th, we were energy independent.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/468.wav,,0
"On January 6th, we had the lowest taxes ever.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/469.wav,,0
We had the lowest regulations ever.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/470.wav,,0
"On January 6th, we were respected all over the world.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/471.wav,,1
"All over the world, we were respected.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/472.wav,,0
"And then he comes in, and we're now left at.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/473.wav,,0
We're like a bunch of stupid people.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/474.wav,,0
What happened to the United States' reputation under this man's leadership  is horrible including weaponization which i'm sure at some point you'll be talking about where he goes after his political opponent because he can't beat him fair and square,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/475.wav,,1
"Well, I didn't say that to anybody.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/476.wav,,0
I said peacefully and patriotically.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/477.wav,,0
"And Nancy Pelosi, if you just watched the news from two days ago, on tape to her daughter, who's a documentary filmmaker, like they say,  But she's saying, oh, no, it's my responsibility.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/478.wav,,1
I was responsible for this.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/479.wav,,0
"Because I offered her 10,000 soldiers or National Guard, and she turned them down.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/480.wav,,1
"And the mayor of, in writing, by the way, the mayor, in writing, turned it down, the mayor of DC.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/481.wav,,1
They turned it down.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/482.wav,,0
"I offered $10,000 because I could see.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/483.wav,,0
I had virtually nothing to do.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/484.wav,,0
They asked me to go make a speech.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/485.wav,,0
I could see what was happening.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/486.wav,,0
Everybody was saying they're going to be there on January 6.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/487.wav,,0
They're going to be there.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/488.wav,,0
"And I said, you know what?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/489.wav,,0
There's a lot of people coming.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/490.wav,,1
You could feel it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/491.wav,,0
"You could feel it, too.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/492.wav,,0
And you could feel it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/493.wav,,0
"And I said, they ought to have some National Guard or whatever.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/494.wav,,1
"And I offered it to her, and she now admits that she turned it down.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/495.wav,,1
"And it was the same day she was, I don't know, he can't be very happy with her daughter because it made her into a liar.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/496.wav,,0
"She said, I take full responsibility for January 6th.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/497.wav,,0
" He encouraged those folks to go up on Capitol Hill, number one.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/498.wav,,0
I sat in the dining room off the Oval Office.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/499.wav,,0
"He sat there for three hours, three hours watching, begging, being begged by his vice president and a number of his colleagues in the Republican side as well to do something, to call for a stop, to end it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/500.wav,,1
"Instead, he talked  They've talked about these people being patriots and great patrons of America.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/501.wav,,1
"In fact, he says he'll not forgive them for what they've done.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/502.wav,,0
They've been convicted.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/503.wav,,1
"He says he wants to commute their sentences and say that, you know, he went to every single court in the nation.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/504.wav,,0
"I don't know how many cases, scores of cases, including the Supreme Court.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/505.wav,,1
"And they said, they said, no, no, this guy, this guy is responsible for doing what is being, what was done.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/506.wav,,0
he did do a damn thing and these people should be in jail and they should be the ones who are being held accountable and he wants to let them all out and now he says if he loses again such a whiner that he is that it could be a bloodbath thank you president biden president trump,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/507.wav,,1
" What they've done to some people that are so innocent, you ought to be ashamed of yourself.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/508.wav,,1
"What you have done, how you've destroyed the lives of so many people.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/509.wav,,1
"When they ripped down Portland, when they ripped down many other cities, you go to Minnesota, Minneapolis, what they've done there with the fires all over the city.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/510.wav,,0
"If I didn't bring in the National Guard, that city would have been destroyed.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/511.wav,,0
When you look at all of the  They took over big chunks of Seattle.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/512.wav,,1
I was all set to bring in the National Guard.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/513.wav,,0
"They heard that, they saw them coming, and they left immediately.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/514.wav,,0
What he said about this whole subject is so off.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/515.wav,,0
Peacefully patriotic.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/516.wav,,0
One other thing.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/517.wav,,1
"The unselect committee, which is basically two horrible Republicans that are all gone now, out of office, and Democrats, all Democrats, they destroyed and deleted all of the information they found because they found out we were right.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/518.wav,,1
We were right.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/519.wav,,0
And they deleted and destroyed all of the information.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/520.wav,,0
They should go to jail for that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/521.wav,,0
"If a Republican did that, they'd go to jail.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/522.wav,,0
" The only person in this stage is a convicted felon, is the man I'm looking at right now.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/523.wav,,0
"And the fact of the matter is, what he's telling you is simply not true.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/524.wav,,0
The fact is that there was no effort on his part to stop what was going on up in Capitol Hill.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/525.wav,,0
"And all those people, every one of those who were convicted deserves to be convicted.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/526.wav,,0
"The idea that they didn't kill somebody, just went in and broke down doors, broke the windows, occupied offices, turned over desks,  turn them over statutes.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/527.wav,,1
The idea that those people are patriots?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/528.wav,,0
Come on.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/529.wav,,0
"When I asked him about the first two debates we had, the debates we had first time around, I said, will you denounce the Proud Boys?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/530.wav,,1
"He said, no, I'll tell them to stand by.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/531.wav,,0
"The idea he's refusing, will you denounce these guys?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/532.wav,,0
Will you denounce the people we're talking about now?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/533.wav,,0
Will you denounce the people who attacked that Capitol?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/534.wav,,0
What are you going to do?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/535.wav,,0
" Well, I said my retribution is going to be success.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/536.wav,,0
We're going to make this country successful again because right now it's a failing nation.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/537.wav,,0
My retribution is going to be success.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/538.wav,,0
"But when he talks about a convicted felon, his son is a convicted felon at a very high level.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/539.wav,,1
"His son is convicted, going to be convicted probably numerous other times.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/540.wav,,1
"He should have been convicted before, but his Justice Department let the statute of limitations lapse on the most important things.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/541.wav,,1
But he could be a convicted felon as soon as he gets out of office.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/542.wav,,0
Joe could be a convicted felon with all of the things that he's done.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/543.wav,,0
He's done horrible things.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/544.wav,,0
"All of the death caused at the border, telling the Ukrainian people that we're going to want a billion dollars or you change the prosecutor, otherwise you're not getting a billion dollars.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/545.wav,,1
Have I ever said that?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/546.wav,,0
That's quid pro quo.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/547.wav,,0
that we're not going to do anything we're not going to give you a billion dollars unless you change your prosecutor having to do with the sun this man is a criminal this man you're lucky you're lucky i did nothing wrong we'd have a system that was rigged and disgusting i did nothing wrong thank you president trump president biden you have said i'm coming right to you sir you well you want to respond go ahead i'll give you a minute to respond,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/548.wav,,1
 the idea that i did anything wrong relative to what you're talking about is outrageous it's simply a lie number one number two the idea that you have a right to seek retribution against any american just because your president is wrong is simply wrong no president's ever spoken like that before no president in our history has spoken like that before number three  the crimes that you are still charged with and think of all the civil penalties you have how many billions of dollars do you own civil penalties for for molesting a woman in public for doing a whole range of things of having sex with a porn star on the night while your wife was pregnant i mean what what are you talking about you have the morals of an alley cat,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/549.wav,,1
" I didn't have sex with a porn star, number one.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/550.wav,,0
"Number two, that was a case that was started and moved.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/551.wav,,1
"They moved a high-ranking official, a DOJ, into the Manhattan DA's office to start that case.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/552.wav,,1
That case is going to be appealed and won.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/553.wav,,0
"We had a very terrible judge, a horrible judge, Democrat.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/554.wav,,0
"The prosecutor were all high-ranking Democrats, appointed people, and both the civil  and the criminal he basically went after his political opponent because he thought it was going to damage me but when the public found out about these cases because they understand it better than he does he has no idea what these cases are but what he when they found out about these cases you know what they did my poll numbers went up way up you know that because you're reporting it  And we took in more money in the last two weeks than we've ever taken in in the history of any campaign.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/555.wav,,1
I don't think any campaign has ever taken hundreds of millions of dollars came pouring in because the public knows it's a scam.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/556.wav,,0
And it's a guy that's after his political opponent because he can't win fair and square.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/557.wav,,1
" The more they know about what he's done, yes.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/558.wav,,0
The more they know about what he's done.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/559.wav,,0
And there's a lot more coming.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/560.wav,,0
He's got a lot of cases down the road coming around.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/561.wav,,0
He's got a whole range of issues he has to face.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/562.wav,,0
"I don't know what the juries will do, but I do know he has a real problem.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/563.wav,,0
"And so the fact that, could you ever think you heard any president say that I'm going to seek retribution?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/564.wav,,0
Do you ever hear any presidents say that I thought Hitler had some good ideas?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/565.wav,,0
"What got me involved to run in the first place after my son had died, I decided in Iraq, because of Iraq, I said I wasn't going to run again until I saw what happened in Charlottesville, Virginia.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/566.wav,,1
"People coming out of the woods carrying swastikas on torches, torches, and singing the same anti-Semitic bio they sang back in Germany.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/567.wav,,1
And a young woman got killed.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/568.wav,,0
I spoke to the mother.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/569.wav,,1
"And they asked him, they said, what do you think of those people?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/570.wav,,0
"The people who, the ones who got killed, the one who tried to stop it, and the ones, he said, I think they're fine people on both sides.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/571.wav,,1
What American president would ever say?,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/572.wav,,0
"Nazis coming out of fields, carrying torches, singing the same anti-Semitic bile, carrying swastikas.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/573.wav,,1
We're fine people.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/574.wav,,0
This is a guy who says Hitler's done some good things.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/575.wav,,0
I'd like to know what they are.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/576.wav,,0
"The good things Hitler's done, that's what he said.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/577.wav,,0
This guy has no sense of American democracy.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/578.wav,,0
 President Trump.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/579.wav,,1
"Jake, both of you know that story has been totally wiped out because when you see the sentence, it said 100 percent exoneration on this.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/47_2024/580.wav,,1
